step,timestamp,balance,shares_held,action,price,shares,reward,transaction_cost,slippage,time_penalty,previous_price,cost
120,2023-07-03 19:16:38.947045644,9965567.56,179.0,1,192.36,179.0,-2.9551288999999996,27.27290589027524,0.0,0.0165091,192.35,-2.9551288999999996
140,2023-07-03 19:09:29.231863713,9918816.790000001,422.0,1,192.39,243.0,-21.07293570000525,35.44788891515528,0.0700000000000216,0.0167199,192.39,-21.07293570000525
165,2023-07-03 18:48:19.772706650,9951340.840000002,253.0,2,192.45,169.0,9.495724423697775,8.58309328762852,0.0,0.0165374,192.46,-2.7948206
215,2023-07-03 18:27:20.298393970,9992334.820000002,40.0,2,192.46,213.0,7.710497436972075,5.408872397233357,0.030000000000001137,0.0165256,192.46,-9.909952800000243
298,2023-07-03 17:25:23.166771355,9967320.220000003,170.0,1,192.42,130.0,-4.75690800000133,3.301189726010969,0.020000000000010232,0.0165916,192.42,-4.75690800000133
313,2023-07-03 17:16:59.560316579,9924406.100000003,393.0,1,192.44,223.0,-3.672364,9.80827475219392,0.0,0.016468,192.44,-3.672364
527,2023-07-03 16:59:58.676733363,9953082.640000002,244.0,2,192.46,149.0,0.9297468968524938,44.76900258363413,0.009999999999990905,0.0167601,192.46,-3.987254899998645
748,2023-07-03 16:59:50.124290990,9969830.140000002,157.0,2,192.5,87.0,4.910324549167422,29.64030291492211,0.0,0.0165595,192.48,-1.4406765000000001
796,2023-07-03 16:59:49.628918248,9957320.890000002,222.0,1,192.45,65.0,-1.7840680000012563,16.505948630054842,0.010000000000019327,0.0174472,192.45,-1.7840680000012563
860,2023-07-03 16:59:49.014133719,9937302.970000003,326.0,1,192.48,104.0,-2.79088160000201,24.774323707278462,0.010000000000019327,0.0168354,192.48,-2.79088160000201
876,2023-07-03 16:59:48.704025822,9949622.970000003,262.0,2,192.5,64.0,2.1970970097321283,22.983814313803983,0.0,0.0171765,192.5,-1.099296
879,2023-07-03 16:59:48.687031035,9935571.565000003,335.0,1,192.485,73.0,-1.587822999999668,26.215913201682667,0.0049999999999954525,0.016751,192.48,-1.587822999999668
952,2023-07-03 16:59:47.553131270,9967141.565000003,171.0,2,192.5,164.0,4.4409020922656595,9.312279076718822,0.0,0.0164724,192.49,-2.7014736000000004
1050,2023-07-03 16:59:45.170489929,10000060.775000004,0.0,2,192.51,171.0,4.564036391320919,33.07023184994745,0.010000000000019327,0.0168608,192.51,-4.593196800003304
1366,2023-07-03 16:59:35.769261402,9967332.375000004,170.0,1,192.52,170.0,-2.878593,43.169404109374206,0.0,0.0169329,192.52,-2.878593
1464,2023-07-03 16:59:32.718975405,9917672.535000004,428.0,1,192.48,258.0,-6.959524200004987,16.048057201492544,0.010000000000019327,0.0169749,192.48,-6.959524200004987
1614,2023-07-03 16:59:25.052618558,9881486.295000004,616.0,1,192.48,188.0,-5.100120400003633,47.740282191543244,0.010000000000019327,0.0171283,192.48,-5.100120400003633
1672,2023-07-03 16:59:22.008241692,9857038.795000004,743.0,1,192.5,127.0,-3.530803199998845,32.25008424641485,0.009999999999990905,0.0178016,192.5,-3.530803199998845
1750,2023-07-03 16:59:20.293251107,9837015.675000004,847.0,1,192.53,104.0,-1.7661904000000002,5.2819035616175505,0.0,0.0169826,192.53,-1.7661904000000002
2368,2023-07-03 16:58:41.995788627,9878018.175000004,634.0,2,192.5,213.0,-3.5053558873639536,9.368441803665046,0.0,0.0192906,192.5,-4.1088978
2545,2023-07-03 16:58:24.227796352,9895725.415000005,542.0,2,192.47,92.0,-4.052440830220418,7.3877971082603935,0.0,0.0168818,192.47,-1.5531256
2782,2023-07-03 16:58:00.274150439,9847995.335000005,790.0,1,192.46,248.0,-6.624253599997744,69.55986471450095,0.009999999999990905,0.0167107,192.46,-6.624253599997744
2995,2023-07-03 16:57:32.223066148,9803346.935000004,1022.0,1,192.45,232.0,-6.158718400004484,102.04124405869909,0.010000000000019327,0.0165462,192.45,-6.158718400004484
3096,2023-07-03 16:57:21.695023922,9823172.375000004,919.0,2,192.48,103.0,-2.6516458961738456,26.155580136856138,0.010000000000019327,0.0183036,192.48,-2.9152708000019905
3154,2023-07-03 16:57:20.151941140,9852047.375000004,769.0,2,192.5,150.0,0.6184597628580568,3.809065068474195,0.0,0.0184364,192.5,-2.7654599999999996
3164,2023-07-03 16:57:20.151941140,9810467.375000004,985.0,1,192.5,216.0,-3.6545688000000003,21.2435216277422,0.0,0.0169193,192.5,-3.6545688000000003
3195,2023-07-03 16:57:13.916771469,9780631.425000004,1140.0,1,192.49,155.0,-4.149334499998591,111.32785058248804,0.009999999999990905,0.0167699,192.49,-4.149334499998591
3430,2023-07-03 16:56:42.607473224,9827591.665000005,896.0,2,192.46,244.0,-12.43275317295813,19.59372276538626,0.009999999999990905,0.0175313,192.46,-6.717637199997781
3440,2023-07-03 16:56:39.980726759,9799106.105000004,1044.0,1,192.47,148.0,-2.5190932,37.58277534227872,0.0,0.0170209,192.465,-2.5190932
3449,2023-07-03 16:56:39.980135552,9837600.105000004,844.0,2,192.47,200.0,-8.07029696860728,11.356437898437587,0.009999999999990905,0.0188317,192.47,-5.766339999998181
3481,2023-07-03 16:56:36.858807880,9875711.145000003,646.0,2,192.48,198.0,-5.712831598928636,201.11863561543748,0.010000000000019327,0.0173329,192.48,-5.411914200003826
3571,2023-07-03 16:56:27.148378122,9855308.265000002,752.0,1,192.48,106.0,-1.7863968000000001,11.098325512599905,0.0,0.0168528,192.48,-1.7863968000000001
3575,2023-07-03 16:56:27.148297971,9824126.505000003,914.0,1,192.48,162.0,-2.6839026,16.96159182114325,0.0,0.0165673,192.48,-2.6839026
3603,2023-07-03 16:56:21.399958901,9812000.265000002,977.0,1,192.48,63.0,-1.0701936,15.998073287591618,0.0,0.0169872,192.48,-1.0701936
3672,2023-07-03 16:56:11.283075129,9784290.345000003,1121.0,1,192.43,144.0,-3.9177071999986905,3.6567024657352274,0.009999999999990905,0.0172063,192.43,-3.9177071999986905
3754,2023-07-03 16:56:02.485476300,9735795.465000002,1373.0,1,192.44,252.0,-4.4148888,11.08379030292766,0.0,0.0175194,192.44,-4.4148888
3849,2023-07-03 16:55:52.624884778,9690386.705000002,1609.0,1,192.41,236.0,-6.2485719999978535,190.08074516426058,0.009999999999990905,0.016477,192.41,-6.2485719999978535
4344,2023-07-03 16:54:40.665786372,9648657.605000002,1826.0,1,192.3,217.0,-7.934604999996052,72.47862036591907,0.01999999999998181,0.016565,192.3,-7.934604999996052
4638,2023-07-03 16:53:47.938221175,9695958.485000003,1580.0,2,192.28,246.0,-43.66830715187735,19.754327050348444,0.0,0.0168772,192.28,-4.1517912
